InvoiceNo,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536370,3,01/12/10 08:45,18,12583,France
536371,80,01/12/10 09:00,2.55,13748,United Kingdom
536372,6,01/12/10 09:01,1.85,17850,United Kingdom
536372,6,01/12/10 09:01,1.85,17850,United Kingdom
536373,6,01/12/10 09:02,2.55,17850,United Kingdom
536373,6,01/12/10 09:02,3.39,17850,United Kingdom
536373,8,01/12/10 09:02,2.75,17850,United Kingdom
536373,6,01/12/10 09:02,4.95,17850,United Kingdom
536373,6,01/12/10 09:02,1.06,17850,United Kingdom
536373,6,01/12/10 09:02,1.06,17850,United Kingdom
536373,6,01/12/10 09:02,1.06,17850,United Kingdom
536373,6,01/12/10 09:02,1.06,17850,United Kingdom
536373,2,01/12/10 09:02,4.95,17850,United Kingdom
536373,4,01/12/10 09:02,6.95,17850,United Kingdom
536373,6,01/12/10 09:02,2.1,17850,United Kingdom
536373,6,01/12/10 09:02,2.55,17850,United Kingdom
536373,6,01/12/10 09:02,3.39,17850,United Kingdom
536373,6,01/12/10 09:02,3.39,17850,United Kingdom
536373,2,01/12/10 09:02,7.65,17850,United Kingdom
536373,6,01/12/10 09:02,4.25,17850,United Kingdom
536374,32,01/12/10 09:09,10.95,15100,United Kingdom
536375,6,01/12/10 09:32,2.55,17850,United Kingdom
536375,6,01/12/10 09:32,3.39,17850,United Kingdom
536375,8,01/12/10 09:32,2.75,17850,United Kingdom
536375,6,01/12/10 09:32,4.95,17850,United Kingdom
536375,6,01/12/10 09:32,1.06,17850,United Kingdom
536375,6,01/12/10 09:32,1.06,17850,United Kingdom
536375,6,01/12/10 09:32,1.06,17850,United Kingdom
536375,6,01/12/10 09:32,1.06,17850,United Kingdom
536375,2,01/12/10 09:32,4.95,17850,United Kingdom
536375,4,01/12/10 09:32,6.95,17850,United Kingdom
536375,6,01/12/10 09:32,2.1,17850,United Kingdom
536375,6,01/12/10 09:32,2.55,17850,United Kingdom
536375,6,01/12/10 09:32,3.39,17850,United Kingdom
536375,6,01/12/10 09:32,3.39,17850,United Kingdom
536375,2,01/12/10 09:32,7.65,17850,United Kingdom
536375,6,01/12/10 09:32,4.25,17850,United Kingdom
536376,48,01/12/10 09:32,3.45,15291,United Kingdom
536376,64,01/12/10 09:32,2.55,15291,United Kingdom
536377,6,01/12/10 09:34,1.85,17850,United Kingdom
536377,6,01/12/10 09:34,1.85,17850,United Kingdom
536378,10,01/12/10 09:37,1.95,14688,United Kingdom
536378,10,01/12/10 09:37,1.95,14688,United Kingdom
536378,10,01/12/10 09:37,2.95,14688,United Kingdom
536378,10,01/12/10 09:37,0.85,14688,United Kingdom
536378,12,01/12/10 09:37,3.75,14688,United Kingdom
536378,6,01/12/10 09:37,3.75,14688,United Kingdom
536378,12,01/12/10 09:37,0.85,14688,United Kingdom
536378,10,01/12/10 09:37,1.65,14688,United Kingdom
536378,6,01/12/10 09:37,2.55,14688,United Kingdom
536378,6,01/12/10 09:37,2.55,14688,United Kingdom
536378,120,01/12/10 09:37,0.42,14688,United Kingdom
536378,24,01/12/10 09:37,0.55,14688,United Kingdom
536378,24,01/12/10 09:37,0.55,14688,United Kingdom
536378,24,01/12/10 09:37,0.55,14688,United Kingdom
536378,6,01/12/10 09:37,2.95,14688,United Kingdom
536378,48,01/12/10 09:37,1.25,14688,United Kingdom
536378,96,01/12/10 09:37,0.38,14688,United Kingdom
536378,10,01/12/10 09:37,1.95,14688,United Kingdom
536378,10,01/12/10 09:37,1.95,14688,United Kingdom
536380,24,01/12/10 09:41,1.45,17809,United Kingdom
536381,23,01/12/10 09:41,4.25,15311,United Kingdom
536381,5,01/12/10 09:41,4.95,15311,United Kingdom
536381,10,01/12/10 09:41,1.95,15311,United Kingdom
536381,2,01/12/10 09:41,2.1,15311,United Kingdom
536381,6,01/12/10 09:41,1.25,15311,United Kingdom
536381,24,01/12/10 09:41,1.25,15311,United Kingdom
536381,24,01/12/10 09:41,1.25,15311,United Kingdom
536381,1,01/12/10 09:41,1.25,15311,United Kingdom
536381,1,01/12/10 09:41,0.85,15311,United Kingdom
536381,1,01/12/10 09:41,2.55,15311,United Kingdom
536381,10,01/12/10 09:41,1.65,15311,United Kingdom
536381,3,01/12/10 09:41,1.69,15311,United Kingdom
536381,1,01/12/10 09:41,1.95,15311,United Kingdom
536381,2,01/12/10 09:41,2.1,15311,United Kingdom
536381,1,01/12/10 09:41,2.95,15311,United Kingdom
536381,1,01/12/10 09:41,2.95,15311,United Kingdom
536381,4,01/12/10 09:41,2.95,15311,United Kingdom
536381,1,01/12/10 09:41,2.95,15311,United Kingdom
536381,6,01/12/10 09:41,0.85,15311,United Kingdom
536381,3,01/12/10 09:41,1.25,15311,United Kingdom
536381,2,01/12/10 09:41,2.55,15311,United Kingdom
536381,1,01/12/10 09:41,0.85,15311,United Kingdom
536381,1,01/12/10 09:41,0.85,15311,United Kingdom
536381,1,01/12/10 09:41,1.45,15311,United Kingdom
536381,1,01/12/10 09:41,4.95,15311,United Kingdom
536381,2,01/12/10 09:41,2.95,15311,United Kingdom
536381,2,01/12/10 09:41,5.95,15311,United Kingdom
536381,2,01/12/10 09:41,5.95,15311,United Kingdom
536381,4,01/12/10 09:41,1.45,15311,United Kingdom
536381,1,01/12/10 09:41,2.95,15311,United Kingdom
536381,1,01/12/10 09:41,1.95,15311,United Kingdom
536381,2,01/12/10 09:41,1.65,15311,United Kingdom
536381,3,01/12/10 09:41,3.95,15311,United Kingdom
536381,36,01/12/10 09:41,1.06,15311,United Kingdom
536381,10,01/12/10 09:41,6.75,15311,United Kingdom
C536379,-1,01/12/10 09:41,27.5,14527,United Kingdom
536382,12,01/12/10 09:45,0.85,16098,United Kingdom
536382,8,01/12/10 09:45,3.75,16098,United Kingdom
536382,12,01/12/10 09:45,1.65,16098,United Kingdom
536382,10,01/12/10 09:45,1.95,16098,United Kingdom
536382,10,01/12/10 09:45,2.1,16098,United Kingdom
536382,50,01/12/10 09:45,1.85,16098,United Kingdom
536382,8,01/12/10 09:45,2.95,16098,United Kingdom
536382,4,01/12/10 09:45,3.75,16098,United Kingdom
536382,12,01/12/10 09:45,5.95,16098,United Kingdom
536382,2,01/12/10 09:45,14.95,16098,United Kingdom
536382,2,01/12/10 09:45,14.95,16098,United Kingdom
536382,4,01/12/10 09:45,16.95,16098,United Kingdom
C536383,-1,01/12/10 09:49,4.65,15311,United Kingdom
536384,3,01/12/10 09:53,6.45,18074,United Kingdom
536384,48,01/12/10 09:53,0.65,18074,United Kingdom
536384,12,01/12/10 09:53,1.65,18074,United Kingdom
536384,6,01/12/10 09:53,2.95,18074,United Kingdom
536384,12,01/12/10 09:53,2.95,18074,United Kingdom
536384,40,01/12/10 09:53,1.45,18074,United Kingdom
536384,40,01/12/10 09:53,2.55,18074,United Kingdom
536384,6,01/12/10 09:53,2.95,18074,United Kingdom
536384,2,01/12/10 09:53,12.75,18074,United Kingdom
536384,4,01/12/10 09:53,3.95,18074,United Kingdom
536384,3,01/12/10 09:53,5.95,18074,United Kingdom
536384,6,01/12/10 09:53,6.95,18074,United Kingdom
536384,8,01/12/10 09:53,10.95,18074,United Kingdom
536385,1,01/12/10 09:56,19.95,17420,United Kingdom
536385,12,01/12/10 09:56,1.45,17420,United Kingdom
536385,6,01/12/10 09:56,4.25,17420,United Kingdom
536385,10,01/12/10 09:56,1.95,17420,United Kingdom
536385,12,01/12/10 09:56,1.25,17420,United Kingdom
536385,2,01/12/10 09:56,8.5,17420,United Kingdom
536385,10,01/12/10 09:56,1.65,17420,United Kingdom
536386,36,01/12/10 09:57,4.95,16029,United Kingdom
536386,100,01/12/10 09:57,1.65,16029,United Kingdom
536386,100,01/12/10 09:57,1.65,16029,United Kingdom
536387,192,01/12/10 09:58,3.82,16029,United Kingdom
536387,192,01/12/10 09:58,3.37,16029,United Kingdom
536387,192,01/12/10 09:58,3.37,16029,United Kingdom
536387,432,01/12/10 09:58,1.45,16029,United Kingdom
536387,432,01/12/10 09:58,1.25,16029,United Kingdom
536388,3,01/12/10 09:59,5.95,16250,United Kingdom
536388,3,01/12/10 09:59,5.95,16250,United Kingdom
536388,2,01/12/10 09:59,7.95,16250,United Kingdom
536388,3,01/12/10 09:59,4.95,16250,United Kingdom
536388,3,01/12/10 09:59,4.25,16250,United Kingdom
536388,6,01/12/10 09:59,2.95,16250,United Kingdom
536388,12,01/12/10 09:59,1.65,16250,United Kingdom
536388,12,01/12/10 09:59,0.42,16250,United Kingdom
536388,12,01/12/10 09:59,0.85,16250,United Kingdom
536388,12,01/12/10 09:59,1.45,16250,United Kingdom
536388,12,01/12/10 09:59,0.85,16250,United Kingdom
536388,4,01/12/10 09:59,6.75,16250,United Kingdom
536388,12,01/12/10 09:59,1.65,16250,United Kingdom
536388,12,01/12/10 09:59,1.65,16250,United Kingdom
536389,6,01/12/10 10:03,8.5,12431,Australia
536389,8,01/12/10 10:03,4.95,12431,Australia
536389,12,01/12/10 10:03,1.25,12431,Australia
536389,6,01/12/10 10:03,5.45,12431,Australia
536389,4,01/12/10 10:03,6.35,12431,Australia
536389,6,01/12/10 10:03,5.95,12431,Australia
536389,3,01/12/10 10:03,5.95,12431,Australia
536389,2,01/12/10 10:03,8.5,12431,Australia
536389,4,01/12/10 10:03,3.75,12431,Australia
536389,4,01/12/10 10:03,3.75,12431,Australia
536389,2,01/12/10 10:03,8.5,12431,Australia
536389,2,01/12/10 10:03,8.5,12431,Australia
536389,24,01/12/10 10:03,1.65,12431,Australia
536389,24,01/12/10 10:03,0.85,12431,Australia
536390,2,01/12/10 10:19,8.5,17511,United Kingdom
536390,12,01/12/10 10:19,3.75,17511,United Kingdom
536390,12,01/12/10 10:19,1.45,17511,United Kingdom
536390,48,01/12/10 10:19,0.72,17511,United Kingdom
536390,48,01/12/10 10:19,0.72,17511,United Kingdom
536390,8,01/12/10 10:19,8.5,17511,United Kingdom
536390,144,01/12/10 10:19,0.64,17511,United Kingdom
536390,40,01/12/10 10:19,2.55,17511,United Kingdom
536390,288,01/12/10 10:19,0.1,17511,United Kingdom
536390,64,01/12/10 10:19,2.55,17511,United Kingdom
536390,100,01/12/10 10:19,0.72,17511,United Kingdom
536390,50,01/12/10 10:19,1.45,17511,United Kingdom
536390,12,01/12/10 10:19,4.25,17511,United Kingdom
536390,96,01/12/10 10:19,0.64,17511,United Kingdom
536390,96,01/12/10 10:19,0.64,17511,United Kingdom
536390,48,01/12/10 10:19,0.65,17511,United Kingdom
536390,144,01/12/10 10:19,0.32,17511,United Kingdom
536390,40,01/12/10 10:19,4.95,17511,United Kingdom
536390,24,01/12/10 10:19,4.25,17511,United Kingdom
536390,24,01/12/10 10:19,3.39,17511,United Kingdom
536390,24,01/12/10 10:19,3.75,17511,United Kingdom
536390,48,01/12/10 10:19,1.48,17511,United Kingdom
536390,96,01/12/10 10:19,1.25,17511,United Kingdom
536390,100,01/12/10 10:19,1.65,17511,United Kingdom
C536391,-12,01/12/10 10:24,1.65,17548,United Kingdom
C536391,-24,01/12/10 10:24,0.29,17548,United Kingdom
C536391,-24,01/12/10 10:24,0.29,17548,United Kingdom
C536391,-24,01/12/10 10:24,0.29,17548,United Kingdom
C536391,-12,01/12/10 10:24,3.45,17548,United Kingdom
C536391,-12,01/12/10 10:24,1.65,17548,United Kingdom
C536391,-24,01/12/10 10:24,1.65,17548,United Kingdom
536392,6,01/12/10 10:29,1.95,13705,United Kingdom
536392,4,01/12/10 10:29,3.75,13705,United Kingdom
536392,12,01/12/10 10:29,1.25,13705,United Kingdom
536392,12,01/12/10 10:29,1.25,13705,United Kingdom
536392,1,01/12/10 10:29,165,13705,United Kingdom
536392,12,01/12/10 10:29,1.25,13705,United Kingdom
536392,12,01/12/10 10:29,1.25,13705,United Kingdom
536392,4,01/12/10 10:29,5.95,13705,United Kingdom
536392,16,01/12/10 10:29,1.69,13705,United Kingdom
536392,24,01/12/10 10:29,0.65,13705,United Kingdom
536393,8,01/12/10 10:37,9.95,13747,United Kingdom
536394,24,01/12/10 10:39,0.42,13408,United Kingdom
536394,96,01/12/10 10:39,1.85,13408,United Kingdom
536394,96,01/12/10 10:39,1.85,13408,United Kingdom
536394,96,01/12/10 10:39,1.85,13408,United Kingdom
536394,96,01/12/10 10:39,1.85,13408,United Kingdom
536394,12,01/12/10 10:39,4.95,13408,United Kingdom
536394,12,01/12/10 10:39,3.75,13408,United Kingdom
536394,48,01/12/10 10:39,1.25,13408,United Kingdom
536394,12,01/12/10 10:39,2.1,13408,United Kingdom
536394,32,01/12/10 10:39,2.55,13408,United Kingdom
536394,20,01/12/10 10:39,1.65,13408,United Kingdom
536395,8,01/12/10 10:47,3.95,13767,United Kingdom
536395,32,01/12/10 10:47,1.69,13767,United Kingdom
536395,24,01/12/10 10:47,0.55,13767,United Kingdom
536395,24,01/12/10 10:47,0.55,13767,United Kingdom
536395,24,01/12/10 10:47,0.55,13767,United Kingdom
536395,8,01/12/10 10:47,3.45,13767,United Kingdom
536395,8,01/12/10 10:47,2.1,13767,United Kingdom
536395,4,01/12/10 10:47,3.75,13767,United Kingdom
536395,8,01/12/10 10:47,3.75,13767,United Kingdom
536395,8,01/12/10 10:47,3.75,13767,United Kingdom
536395,8,01/12/10 10:47,3.75,13767,United Kingdom
536395,8,01/12/10 10:47,3.95,13767,United Kingdom
536395,48,01/12/10 10:47,2.1,13767,United Kingdom
536395,48,01/12/10 10:47,2.1,13767,United Kingdom
536396,6,01/12/10 10:51,2.55,17850,United Kingdom
536396,6,01/12/10 10:51,3.39,17850,United Kingdom
536396,8,01/12/10 10:51,2.75,17850,United Kingdom
536396,6,01/12/10 10:51,4.95,17850,United Kingdom
536396,6,01/12/10 10:51,4.95,17850,United Kingdom
536396,6,01/12/10 10:51,1.06,17850,United Kingdom
536396,6,01/12/10 10:51,1.06,17850,United Kingdom
536396,6,01/12/10 10:51,1.06,17850,United Kingdom
536396,6,01/12/10 10:51,1.06,17850,United Kingdom
536396,2,01/12/10 10:51,4.95,17850,United Kingdom
536396,4,01/12/10 10:51,6.95,17850,United Kingdom
536396,6,01/12/10 10:51,2.1,17850,United Kingdom
536396,12,01/12/10 10:51,2.55,17850,United Kingdom
536396,6,01/12/10 10:51,3.39,17850,United Kingdom
536396,6,01/12/10 10:51,3.39,17850,United Kingdom
536396,2,01/12/10 10:51,7.65,17850,United Kingdom
536396,2,01/12/10 10:51,35.75,17850,United Kingdom
536396,6,01/12/10 10:51,4.25,17850,United Kingdom
536397,12,01/12/10 10:51,4.65,17924,United Kingdom
536397,48,01/12/10 10:51,4.65,17924,United Kingdom
536398,24,01/12/10 10:52,0.29,13448,United Kingdom
536398,6,01/12/10 10:52,2.95,13448,United Kingdom
536398,4,01/12/10 10:52,6.75,13448,United Kingdom
536398,8,01/12/10 10:52,2.55,13448,United Kingdom
536398,6,01/12/10 10:52,8.5,13448,United Kingdom
536398,2,01/12/10 10:52,7.95,13448,United Kingdom
536398,12,01/12/10 10:52,2.1,13448,United Kingdom
536398,12,01/12/10 10:52,2.1,13448,United Kingdom
536398,12,01/12/10 10:52,2.1,13448,United Kingdom
536398,12,01/12/10 10:52,1.25,13448,United Kingdom
536398,12,01/12/10 10:52,1.65,13448,United Kingdom
536398,6,01/12/10 10:52,3.35,13448,United Kingdom
536398,4,01/12/10 10:52,3.95,13448,United Kingdom
536398,8,01/12/10 10:52,4.65,13448,United Kingdom
536398,9,01/12/10 10:52,4.95,13448,United Kingdom
536398,4,01/12/10 10:52,3.75,13448,United Kingdom
536398,9,01/12/10 10:52,4.95,13448,United Kingdom
536399,6,01/12/10 10:52,1.85,17850,United Kingdom
536399,6,01/12/10 10:52,1.85,17850,United Kingdom
536400,12,01/12/10 10:53,1.45,13448,United Kingdom
536401,1,01/12/10 11:21,2.55,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,2,01/12/10 11:21,1.25,15862,United Kingdom
536401,1,01/12/10 11:21,2.95,15862,United Kingdom
536401,1,01/12/10 11:21,3.35,15862,United Kingdom
536401,1,01/12/10 11:21,1.45,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,2,01/12/10 11:21,1.25,15862,United Kingdom
536401,1,01/12/10 11:21,1.65,15862,United Kingdom
536401,4,01/12/10 11:21,1.45,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,1,01/12/10 11:21,4.95,15862,United Kingdom
536401,2,01/12/10 11:21,3.75,15862,United Kingdom
536401,2,01/12/10 11:21,1.25,15862,United Kingdom
536401,2,01/12/10 11:21,9.95,15862,United Kingdom
536401,1,01/12/10 11:21,9.95,15862,United Kingdom
536401,1,01/12/10 11:21,5.95,15862,United Kingdom
536401,1,01/12/10 11:21,4.25,15862,United Kingdom
536401,3,01/12/10 11:21,4.95,15862,United Kingdom
536401,1,01/12/10 11:21,2.55,15862,United Kingdom
536401,1,01/12/10 11:21,2.95,15862,United Kingdom
536401,2,01/12/10 11:21,1.69,15862,United Kingdom
536401,1,01/12/10 11:21,7.95,15862,United Kingdom
536401,1,01/12/10 11:21,0.55,15862,United Kingdom
536401,1,01/12/10 11:21,0.55,15862,United Kingdom
536401,2,01/12/10 11:21,0.55,15862,United Kingdom
536401,4,01/12/10 11:21,2.95,15862,United Kingdom
536401,2,01/12/10 11:21,2.1,15862,United Kingdom
536401,1,01/12/10 11:21,2.1,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,1,01/12/10 11:21,0.85,15862,United Kingdom
536401,3,01/12/10 11:21,0.55,15862,United Kingdom
536401,1,01/12/10 11:21,2.95,15862,United Kingdom
536401,1,01/12/10 11:21,2.95,15862,United Kingdom
536401,2,01/12/10 11:21,1.25,15862,United Kingdom
536401,3,01/12/10 11:21,1.25,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,2,01/12/10 11:21,1.65,15862,United Kingdom
536401,2,01/12/10 11:21,2.95,15862,United Kingdom
536401,2,01/12/10 11:21,2.95,15862,United Kingdom
536401,1,01/12/10 11:21,5.95,15862,United Kingdom
536401,1,01/12/10 11:21,1.25,15862,United Kingdom
536401,2,01/12/10 11:21,2.55,15862,United Kingdom
536401,9,01/12/10 11:21,0.85,15862,United Kingdom
536401,1,01/12/10 11:21,1.65,15862,United Kingdom
536401,4,01/12/10 11:21,2.95,15862,United Kingdom
536401,3,01/12/10 11:21,2.95,15862,United Kingdom
536401,1,01/12/10 11:21,5.95,15862,United Kingdom
536401,1,01/12/10 11:21,7.95,15862,United Kingdom
536401,1,01/12/10 11:21,1.65,15862,United Kingdom
536401,2,01/12/10 11:21,1.65,15862,United Kingdom
536401,1,01/12/10 11:21,1.65,15862,United Kingdom
536401,1,01/12/10 11:21,1.65,15862,United Kingdom
536401,5,01/12/10 11:21,2.55,15862,United Kingdom
536401,3,01/12/10 11:21,2.95,15862,United Kingdom
536401,3,01/12/10 11:21,2.95,15862,United Kingdom
536401,9,01/12/10 11:21,2.55,15862,United Kingdom
536401,1,01/12/10 11:21,16.95,15862,United Kingdom
536401,4,01/12/10 11:21,2.95,15862,United Kingdom
536401,1,01/12/10 11:21,10.65,15862,United Kingdom
536401,1,01/12/10 11:21,4.25,15862,United Kingdom
536401,2,01/12/10 11:21,6.95,15862,United Kingdom
536401,2,01/12/10 11:21,5.95,15862,United Kingdom
536402,40,01/12/10 11:22,2.55,15513,United Kingdom
536402,40,01/12/10 11:22,2.55,15513,United Kingdom
536402,36,01/12/10 11:22,4.25,15513,United Kingdom
536403,96,01/12/10 11:27,1.85,12791,Netherlands
536403,1,01/12/10 11:27,15,12791,Netherlands
536404,24,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.65,16218,United Kingdom
536404,36,01/12/10 11:29,0.85,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,0.85,16218,United Kingdom
536404,12,01/12/10 11:29,0.85,16218,United Kingdom
536404,12,01/12/10 11:29,0.85,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,1.25,16218,United Kingdom
536404,12,01/12/10 11:29,2.1,16218,United Kingdom
536404,24,01/12/10 11:29,0.55,16218,United Kingdom
536404,24,01/12/10 11:29,0.55,16218,United Kingdom
536404,24,01/12/10 11:29,0.55,16218,United Kingdom
536404,24,01/12/10 11:29,0.55,16218,United Kingdom
536404,24,01/12/10 11:29,0.55,16218,United Kingdom
536404,10,01/12/10 11:29,1.65,16218,United Kingdom
536404,10,01/12/10 11:29,1.65,16218,United Kingdom
536404,10,01/12/10 11:29,1.65,16218,United Kingdom
536404,24,01/12/10 11:29,1.65,16218,United Kingdom
536405,128,01/12/10 11:32,2.55,14045,United Kingdom
536406,8,01/12/10 11:33,2.55,17850,United Kingdom
536406,8,01/12/10 11:33,3.39,17850,United Kingdom
536406,8,01/12/10 11:33,2.75,17850,United Kingdom
536406,6,01/12/10 11:33,4.95,17850,United Kingdom
536406,6,01/12/10 11:33,1.06,17850,United Kingdom
536406,6,01/12/10 11:33,1.06,17850,United Kingdom
536406,6,01/12/10 11:33,1.06,17850,United Kingdom
536406,6,01/12/10 11:33,1.06,17850,United Kingdom
536406,4,01/12/10 11:33,4.95,17850,United Kingdom
536406,4,01/12/10 11:33,6.95,17850,United Kingdom
536406,6,01/12/10 11:33,2.1,17850,United Kingdom
536406,6,01/12/10 11:33,2.55,17850,United Kingdom
536406,6,01/12/10 11:33,3.39,17850,United Kingdom
536406,6,01/12/10 11:33,3.39,17850,United Kingdom
536406,2,01/12/10 11:33,7.65,17850,United Kingdom
536406,2,01/12/10 11:33,35.75,17850,United Kingdom
536406,6,01/12/10 11:33,4.25,17850,United Kingdom
536407,6,01/12/10 11:34,1.85,17850,United Kingdom
536407,6,01/12/10 11:34,1.85,17850,United Kingdom
536408,24,01/12/10 11:41,0.42,14307,United Kingdom
536408,24,01/12/10 11:41,0.42,14307,United Kingdom
536408,12,01/12/10 11:41,0.85,14307,United Kingdom
536408,12,01/12/10 11:41,1.65,14307,United Kingdom
536408,12,01/12/10 11:41,1.25,14307,United Kingdom
536408,12,01/12/10 11:41,1.25,14307,United Kingdom
536408,12,01/12/10 11:41,0.85,14307,United Kingdom
536408,12,01/12/10 11:41,1.95,14307,United Kingdom
536408,4,01/12/10 11:41,3.95,14307,United Kingdom
536408,4,01/12/10 11:41,3.75,14307,United Kingdom
536408,4,01/12/10 11:41,3.75,14307,United Kingdom
536408,6,01/12/10 11:41,2.1,14307,United Kingdom
536408,12,01/12/10 11:41,2.1,14307,United Kingdom
536408,24,01/12/10 11:41,0.85,14307,United Kingdom
536408,12,01/12/10 11:41,1.25,14307,United Kingdom
536408,12,01/12/10 11:41,0.95,14307,United Kingdom
536408,6,01/12/10 11:41,2.95,14307,United Kingdom
536408,12,01/12/10 11:41,1.65,14307,United Kingdom
536408,6,01/12/10 11:41,1.65,14307,United Kingdom
536408,2,01/12/10 11:41,7.95,14307,United Kingdom
536408,2,01/12/10 11:41,7.95,14307,United Kingdom
536408,12,01/12/10 11:41,1.65,14307,United Kingdom
536408,12,01/12/10 11:41,0.85,14307,United Kingdom
536408,8,01/12/10 11:41,1.69,14307,United Kingdom
536408,3,01/12/10 11:41,5.95,14307,United Kingdom
536408,3,01/12/10 11:41,5.95,14307,United Kingdom
536408,8,01/12/10 11:41,2.95,14307,United Kingdom
536408,36,01/12/10 11:41,0.85,14307,United Kingdom
536408,12,01/12/10 11:41,0.42,14307,United Kingdom
536408,25,01/12/10 11:41,0.42,14307,United Kingdom
536408,4,01/12/10 11:41,4.25,14307,United Kingdom
536408,3,01/12/10 11:41,5.95,14307,United Kingdom
536408,3,01/12/10 11:41,5.95,14307,United Kingdom
536408,6,01/12/10 11:41,3.75,14307,United Kingdom
536408,24,01/12/10 11:41,0.55,14307,United Kingdom
536408,12,01/12/10 11:41,1.45,14307,United Kingdom
536408,3,01/12/10 11:41,4.95,14307,United Kingdom
536408,12,01/12/10 11:41,1.65,14307,United Kingdom
536408,30,01/12/10 11:41,0.21,14307,United Kingdom
536408,12,01/12/10 11:41,0.42,14307,United Kingdom
536408,12,01/12/10 11:41,1.95,14307,United Kingdom
536408,6,01/12/10 11:41,2.55,14307,United Kingdom
536408,12,01/12/10 11:41,2.55,14307,United Kingdom
536408,10,01/12/10 11:41,1.65,14307,United Kingdom
536408,36,01/12/10 11:41,0.65,14307,United Kingdom
536408,12,01/12/10 11:41,1.25,14307,United Kingdom
536408,4,01/12/10 11:41,3.75,14307,United Kingdom
536408,12,01/12/10 11:41,1.65,14307,United Kingdom
536409,3,01/12/10 11:45,6.35,17908,United Kingdom
